,Longitude,Latitude,Crime_type,Year
393,-87.90747260100001,41.953900467,NARCOTICS,2014
394,-87.905227221,41.976290414,NARCOTICS,2014
395,-87.57448349100001,41.645075821999995,NARCOTICS,2014
396,-91.686565684,36.619446395,NARCOTICS,2014
397,-87.666042338,41.853884573,THEFT,2014
398,-87.90178290899999,41.977139201,THEFT,2014
399,-87.904803501,42.007119966,THEFT,2014
400,-91.686565684,36.619446395,THEFT,2014
401,-87.670437551,41.832049226,BATTERY,2014
402,-87.900983721,41.976762981,BATTERY,2014
403,-87.884523648,41.957745519,BATTERY,2014
404,-87.90747260100001,41.953900467,BATTERY,2014
405,-87.57547161299999,41.680319688000004,BATTERY,2014
406,-87.668259636,41.830469658,ROBBERY,2014
407,-87.547153146,41.652886417,ROBBERY,2014
408,-87.836636212,41.950676809,ROBBERY,2014
409,-87.836582104,41.984622486,ROBBERY,2014
410,-87.81494290200001,41.999696749,ROBBERY,2014
411,-87.903638571,41.978466127,ROBBERY,2014
412,-87.667898146,41.828173356,ASSAULT,2014
413,-87.900983721,41.976762981,ASSAULT,2014
414,-87.890338968,42.002992668000005,ASSAULT,2014
415,-87.914585337,41.960789926,ASSAULT,2014
416,-91.686565684,36.619446395,ASSAULT,2014
417,-87.67563646,41.84428835,MOTOR VEHICLE THEFT,2014
418,-87.886920464,41.980435794,MOTOR VEHICLE THEFT,2014
419,-87.54591100799999,41.654527265,MOTOR VEHICLE THEFT,2014
420,-91.686565684,36.619446395,MOTOR VEHICLE THEFT,2014
421,-87.68017602200001,41.846841721,HOMICIDE,2015
422,-87.884022635,41.981958501,HOMICIDE,2015
423,-87.547147827,41.654527499000004,HOMICIDE,2015
424,-87.86645077200001,41.973208449,HOMICIDE,2015
425,-87.787227104,42.011991200000004,HOMICIDE,2015
426,-87.68147507799999,41.833481786,ARSON,2015
427,-87.669964736,42.005832909,ARSON,2015
428,-87.64304338,41.899176885,ARSON,2015
429,-87.622462406,41.690779478,ARSON,2015
430,-87.559616417,41.703598448,ARSON,2015
431,-87.591240745,41.656519390999996,ARSON,2015
432,-87.72493883,41.743572979,ARSON,2015
433,-87.75633962299999,41.797827897,ARSON,2015
434,-87.576337965,41.684172952,ARSON,2015
435,-87.69071959799999,41.977688525,ARSON,2015
436,-87.691335881,41.747380366,ARSON,2015
437,-87.817686853,41.979712112,ARSON,2015
438,-87.773633372,41.978098009,ARSON,2015
439,-87.613435654,41.651835984,ARSON,2015
440,-87.773144046,41.779669745,ARSON,2015
441,-87.584732228,41.804379051,ARSON,2015
442,-87.69746888799999,41.696619815,ARSON,2015
443,-87.541344595,41.700479919,ARSON,2015
444,-87.660267992,41.680688405,ARSON,2015
445,-87.655283903,41.986460964,ARSON,2015
446,-87.662016704,41.723043634,ARSON,2015
447,-87.81339909200001,41.951603012,ARSON,2015
448,-87.71765942200001,41.756448927,ARSON,2015
449,-87.66934028899999,41.700527834,ARSON,2015
450,-87.68531489700001,41.842416891,NARCOTICS,2015
451,-87.700912517,41.694204592,NARCOTICS,2015
452,-87.904976266,41.976421200000004,NARCOTICS,2015
453,-87.54590831600001,41.655048672,NARCOTICS,2015
454,-87.806571373,42.017317514,NARCOTICS,2015
455,-87.90747260100001,41.953900467,NARCOTICS,2015
456,-87.66657969,41.858692887,THEFT,2015
457,-87.90747260100001,41.953900467,THEFT,2015
458,-87.668011188,41.8328475,BATTERY,2015
459,-87.900983721,41.976762981,BATTERY,2015
460,-87.90747260100001,41.953900467,BATTERY,2015
461,-87.889893442,41.998273669,BATTERY,2015
462,-87.924969698,41.988801838,BATTERY,2015
463,-87.66904743200001,41.834124094,ROBBERY,2015
464,-87.54591594,41.653220991,ROBBERY,2015
465,-87.839756963,41.978346459,ROBBERY,2015
466,-87.787227104,42.011991200000004,ROBBERY,2015
467,-87.83544218899999,41.951055828,ROBBERY,2015
468,-87.89815334299999,41.980336225,ROBBERY,2015
469,-87.669119919,41.828177683,ASSAULT,2015
470,-87.915105451,41.953783081,ASSAULT,2015
471,-87.89849365799999,41.977346325999996,ASSAULT,2015
472,-87.885047926,41.95900442,ASSAULT,2015
473,-87.889893442,41.998273669,ASSAULT,2015
474,-87.576337965,41.684172952,ASSAULT,2015
475,-87.86407604899999,41.973585701,ASSAULT,2015
476,-87.68017602200001,41.846841721,MOTOR VEHICLE THEFT,2015
477,-87.884022635,41.981958501,MOTOR VEHICLE THEFT,2015
478,-87.547147827,41.654527499000004,MOTOR VEHICLE THEFT,2015
479,-87.86645077200001,41.973208449,MOTOR VEHICLE THEFT,2015
480,-87.787227104,42.011991200000004,MOTOR VEHICLE THEFT,2015
481,-87.67237198299999,41.813075494,HOMICIDE,2016
482,-87.808767445,41.948867911,HOMICIDE,2016
483,-87.75760597799999,41.79934361,HOMICIDE,2016
484,-87.610465855,41.654657746,HOMICIDE,2016
485,-87.76608563799999,41.969927135,HOMICIDE,2016
486,-87.591099067,41.798056386,HOMICIDE,2016
487,-87.535282917,41.716873697,HOMICIDE,2016
488,-87.680325016,42.005538314,HOMICIDE,2016
489,-87.65309458600001,41.965454888000004,HOMICIDE,2016
490,-87.560771495,41.700104464,HOMICIDE,2016
491,-87.62434489299999,41.881423,HOMICIDE,2016
492,-87.562805495,41.684623652,HOMICIDE,2016
493,-87.786080959,41.960230099,HOMICIDE,2016
494,-87.78785657899999,41.777575289,HOMICIDE,2016
495,-87.806976957,41.980615746,HOMICIDE,2016
496,-87.68389328,41.962535036,HOMICIDE,2016
497,-87.649764034,41.935446368,HOMICIDE,2016
498,-87.716065239,41.886697431,ARSON,2016
499,-87.65269504,41.756952385,ARSON,2016
500,-87.715941165,41.691330662,ARSON,2016
501,-87.549577659,41.671720914,ARSON,2016
502,-87.66586329200001,41.974401843,ARSON,2016
503,-87.594866308,41.792553685,ARSON,2016
504,-87.530453225,41.699976227,ARSON,2016
505,-87.811050925,41.945184599,ARSON,2016
506,-87.77826352700001,41.961166766,ARSON,2016
507,-87.560750269,41.698512614,ARSON,2016
508,-87.72203604799999,41.963751592,ARSON,2016
509,-87.61459006700001,41.65364899,ARSON,2016
510,-87.674502101,41.828576413,ARSON,2016
511,-87.68299847600001,41.962304945999996,ARSON,2016
512,-87.791336271,41.785797212,ARSON,2016
513,-87.645042138,41.837177075999996,ARSON,2016
514,-87.679047954,42.01849731,ARSON,2016
515,-87.760380322,41.957827019,ARSON,2016
516,-87.80439508100001,41.924147072,ARSON,2016
517,-87.758779901,41.797664493,ARSON,2016
518,-87.651924995,41.939943264,ARSON,2016
519,-87.62416567,41.891984471,ARSON,2016
520,-87.63232865100001,41.815151526,ARSON,2016
521,-87.63467000600001,41.90982326,ARSON,2016
522,-87.668716976,41.998100803,ARSON,2016
523,-87.53528869899999,41.720551115999996,ARSON,2016
524,-87.688311464,41.844785593000005,NARCOTICS,2016
525,-87.90747260100001,41.953900467,NARCOTICS,2016
526,-87.905227221,41.976290414,NARCOTICS,2016
527,-87.840745861,41.986989467,NARCOTICS,2016
528,-87.83668484100001,41.965720818,NARCOTICS,2016
529,-87.807787301,42.017578297,NARCOTICS,2016
530,-87.559391674,41.685997576,NARCOTICS,2016
531,-87.666264958,41.862132355,THEFT,2016
532,-87.54713796700001,41.656541779,THEFT,2016
533,-87.917644638,41.962447574,THEFT,2016
534,-87.88716997600001,41.959440784,THEFT,2016
